iter	Passed	Remaining
1369	46455	21362
1370	46488	21328
1371	46512	21290
1372	46535	21250
1373	46563	21214
1374	46585	21175
1375	46609	21136
1376	46632	21097
1377	46656	21059
1378	46688	21025
1379	46715	20988
1380	46739	20949
1381	46762	20911
1382	46785	20872
1383	46812	20835
1384	46837	20798
1385	46862	20760
1386	46886	20721
1387	46914	20685
1388	46937	20647
1389	46959	20608
1390	46983	20570
1391	47007	20532
1392	47034	20495
1393	47064	20459
1394	47092	20423
1395	47119	20386
1396	47143	20348
1397	47169	20312
1398	47205	20279
1399	47237	20244
1400	47260	20206
1401	47283	20167
1402	47306	20129
1403	47332	20092
1404	47355	20054
1405	47384	20018
1406	47478	20010
1407	47576	20003
1408	47651	19987
1409	47701	19960
1410	47724	19921
1411	47749	19884
1412	47772	19845
1413	47795	19807
1414	47816	19768
1415	47843	19732
1416	47866	19693
1417	47889	19655
1418	47913	19617
1419	47937	19579
1420	47960	19541
1421	47986	19505
1422	48010	19467
1423	48031	19428
1424	48057	19391
1425	48081	19354
1426	48110	19318
1427	48134	19280
1428	48160	19243
1429	48184	19206
1430	48209	19169
1431	48234	19132
1432	48258	19094
1433	48281	19056
1434	48304	19018
1435	48325	18980
1436	48348	18942
1437	48374	18905
1438	48404	18870
1439	48429	18833
1440	48451	18795
1441	48476	18758
1442	48501	18721
1443	48525	18684
1444	48546	18645
1445	48571	18608
1446	48601	18573
1447	48690	18561
1448	48769	18545
1449	48840	18525
1450	48908	18505
1451	48981	18486
1452	49019	18454
1453	49053	18420
1454	49076	18382
1455	49100	18345
1456	49123	18307
1457	49148	18270
1458	49174	18234
1459	49198	18196
1460	49220	18158
1461	49247	18122
1462	49270	18084
1463	49296	18048
1464	49319	18011
1465	49347	17975
1466	49372	17938
1467	49395	17900
1468	49418	17863
1469	49445	17827
1470	49470	17790
1471	49493	17753
1472	49514	17715
1473	49538	17678
1474	49563	17641
1475	49588	17604
1476	49613	17567
1477	49638	17531
1478	49660	17493
1479	49685	17457
1480	49709	17420
1481	49732	17382
1482	49755	17345
1483	49781	17309
1484	49806	17273
1485	49833	17237
1486	49874	17206
1487	49902	17170
1488	49924	17133
1489	49947	17096
1490	49969	17058
1491	49993	17022
1492	50019	16985
1493	50041	16948
1494	50065	16911
1495	50087	16874
1496	50116	16839
1497	50145	16804
1498	50176	16770
1499	50205	16735
1500	50235	16700
1501	50261	16664
1502	50291	16629
1503	50320	16595
1504	50349	16560
1505	50383	16526
1506	50419	16494
1507	50464	16464
1508	50494	16429
1509	50524	16395
1510	50558	16362
1511	50593	16329
1512	50625	16295
1513	50659	16261
1514	50691	16227
1515	50721	16193
1516	50753	16159
1517	50783	16125
1518	50815	16090
1519	50856	16060
1520	50890	16026
1521	50923	15992
1522	50960	15960
1523	50990	15926
1524	51018	15891
1525	51064	15861
1526	51132	15838
1527	51171	15807
1528	51272	15794
1529	51316	15763
1530	51355	15731
1531	51396	15700
1532	51432	15668
1533	51473	15636
1534	51506	15603
1535	51533	15567
1536	51564	15533
1537	51594	15498
1538	51624	15463
1539	51664	15432
1540	51710	15402
1541	51760	15373
1542	51807	15344
1543	51853	15314
1544	51904	15285
1545	51979	15264
1546	52042	15239
1547	52083	15207
1548	52119	15174
1549	52163	15144
1550	52208	15113
1551	52260	15085
1552	52313	15057
1553	52356	15026
1554	52392	14993
1555	52437	14962
1556	52491	14934
1557	52552	14908
1558	52617	14884
1559	52650	14850
1560	52681	14815
1561	52714	14781
1562	52755	14749
1563	52802	14719
